from,to,cost
34,40,885.1675886926953
40,34,885.1675886926953
34,38,625.7834063413488
38,34,625.7834063413488
34,42,1391.9085153445014
42,34,1391.9085153445014
19,46,3781.458101464033
46,19,3781.458101464033
19,44,4286.477523850315
44,19,4286.477523850315
19,33,4268.117482016833
33,19,4268.117482016833
19,39,3221.454116744309
39,19,3221.454116744309
19,15,855.284157652813
15,19,855.284157652813
19,35,2510.095519942462
35,19,2510.095519942462
19,36,2229.864029764738
36,19,2229.864029764738
19,40,3453.5054365344117
40,19,3453.5054365344117
19,38,2558.3433217017587
38,19,2558.3433217017587
19,42,3771.194284205981
42,19,3771.194284205981
46,44,631.4504425134198
44,46,631.4504425134198
46,33,1908.1217854581591
33,46,1908.1217854581591
46,39,1560.0093152103557
39,46,1560.0093152103557
46,15,3155.835795188518
15,46,3155.835795188518
46,35,2050.9280652670454
35,46,2050.9280652670454
46,36,2010.4851898804015
36,46,2010.4851898804015
46,40,1125.085632867156
40,46,1125.085632867156
46,38,1691.4666735295975
38,46,1691.4666735295975
46,42,714.3888043260774
42,46,714.3888043260774
44,33,1570.3393849248118
33,44,1570.3393849248118
44,39,1609.1889447389258
39,44,1609.1889447389258
44,15,3716.1718886855538
15,44,3716.1718886855538
44,35,2270.083307412831
35,44,2270.083307412831
44,36,2320.976661592133
36,44,2320.976661592133
44,40,1145.5160406819325
40,44,1145.5160406819325
44,38,1965.4837269408151
38,44,1965.4837269408151
44,42,641.9311689615072
42,44,641.9311689615072
33,39,1058.809908712217
39,33,1058.809908712217
33,15,3981.608465974293
15,33,3981.608465974293
33,35,1770.883850763754
35,33,1770.883850763754
33,36,2039.1376757147402
36,33,2039.1376757147402
33,40,1030.2356801449114
40,33,1030.2356801449114
33,38,1732.9515123917859
38,33,1732.9515123917859
33,42,1203.064929974584
42,33,1203.064929974584
39,15,2925.7715542846345
15,39,2925.7715542846345
39,35,775.0231840203869
35,39,775.0231840203869
39,36,993.6168931392502
36,39,993.6168931392502
39,40,466.29280787858
40,39,466.29280787858
39,38,674.1776304004616
38,39,674.1776304004616
39,42,972.9305260695152
42,39,972.9305260695152
15,35,2338.518790538112
35,15,2338.518790538112
15,36,2004.9525430460556
36,15,2004.9525430460556
15,40,3051.49722761357
40,15,3051.49722761357
15,38,2256.0267196922396
38,15,2256.0267196922396
15,42,3277.196185527715
42,15,3277.196185527715
35,36,344.284548422617
36,35,344.284548422617
35,40,1159.6785275198176
40,35,1159.6785275198176
35,38,384.3435379059099
38,35,384.3435379059099
35,42,1633.4489495862026
42,35,1633.4489495862026
36,40,1287.9927238538144
40,36,1287.9927238538144
36,38,364.38258565180814
38,36,364.38258565180814
36,42,1708.0322914345395
42,36,1708.0322914345395
40,38,925.3985039838547
38,40,925.3985039838547
40,42,506.8417674277969
42,40,506.8417674277969
38,42,1346.324201073751
42,38,1346.324201073751
27,27,0.0
5,5,0.0
4,4,0.0
6,6,0.0
7,7,0.0
8,8,0.0
47,47,0.0
45,45,0.0
32,32,0.0
30,30,0.0
18,18,0.0
37,37,0.0
14,14,0.0
22,22,0.0
16,16,0.0
9,9,0.0
21,21,0.0
17,17,0.0
10,10,0.0
29,29,0.0
28,28,0.0
31,31,0.0
11,11,0.0
26,26,0.0
12,12,0.0
13,13,0.0
25,25,0.0
41,41,0.0
3,3,0.0
1,1,0.0
43,43,0.0
23,23,0.0
20,20,0.0
24,24,0.0
49,49,0.0
2,2,0.0
48,48,0.0
34,34,0.0
19,19,0.0
46,46,0.0
44,44,0.0
33,33,0.0
39,39,0.0
15,15,0.0
35,35,0.0
36,36,0.0
40,40,0.0
38,38,0.0
42,42,0.0
